1	32.925987	56.644648
2	32.978424	56.687638
3	33.140720	56.693455
4	33.199405	56.745910
5	33.221240	56.849636
6	33.159554	56.903764
7	33.203726	57.011313
8	33.553248	57.026513
9	33.582490	57.096645
10	33.557840	57.160031
11	33.393467	57.179497
12	33.375553	57.222417
13	33.587178	57.286208
14	33.615303	57.357343
15	33.800470	57.502533
16	33.992037	57.573996
17	34.272952	57.588991
18	34.358618	57.638817
19	34.603541	57.606674
20	34.810823	57.650157
21	34.936061	57.588792
22	34.989702	57.597995
23	35.062286	57.692690
24	34.989201	57.740529
25	35.121330	57.807554
26	35.084613	57.828664
27	35.087885	57.877544
28	35.211254	57.893444
29	35.236764	57.929631
30	35.235849	57.970437
31	35.066167	58.010514
32	34.970910	58.079597
33	34.927011	58.177362
34	34.948428	58.340727
35	34.735222	58.454801
36	34.709729	58.551043
37	34.635474	58.615426
38	34.653478	58.657958
39	34.608061	58.754484
40	34.519485	58.782316
41	34.360097	58.727474
42	34.266731	58.738887
43	34.049709	58.792421
44	34.032509	58.853761
45	33.947893	58.901531
46	33.758803	58.889055
47	33.717979	59.099338
48	33.911506	59.093495
49	34.157026	59.194792
50	34.175735	59.259797
51	34.121958	59.396987
52	34.159618	59.437317
53	34.525906	59.562976
54	34.525362	59.626175
55	34.681367	59.682945
56	34.696366	59.731633
57	34.896173	59.828233
58	34.837733	59.861842
59	34.862075	59.924627
60	34.764315	59.981282
61	35.104258	60.061295
62	35.091738	60.261102
63	35.175897	60.276868
64	35.312555	60.379954
65	35.441862	60.343091
66	35.480813	60.410014
67	35.651681	60.386746
68	35.683535	60.435438
69	35.804530	60.411005
70	35.862367	60.356187
71	35.830589	60.310542
72	35.850577	60.274502
73	35.917221	60.244280
74	35.991690	60.124278
75	36.389003	60.051741
76	36.515911	59.989730
77	36.627666	60.020357
78	36.763981	60.004833
79	36.823433	60.074645
80	36.935064	60.087961
81	37.010418	60.059212
82	36.987058	60.011463
83	37.302453	59.987129
84	37.343723	59.888056
85	37.386367	59.888539
86	37.303329	59.840108
87	37.348301	59.788556
88	37.237899	59.747422
89	37.348329	59.655307
90	37.448543	59.647230
91	37.590366	59.578223
92	37.553960	59.505882
93	37.680702	59.415187
94	37.746787	59.415764
95	37.994170	59.607534
96	38.126559	59.632839
97	38.114804	59.750693
98	37.822260	59.885019
99	37.936978	59.922623
100	37.902485	59.954538
101	37.956069	60.003918
102	38.185572	60.003509
103	38.462569	59.919447
104	38.576482	59.927913
105	38.598638	59.876176
106	38.839993	59.775586
107	38.985970	59.791874
108	39.117375	59.640415
109	39.103582	59.590020
110	38.928875	59.573882
111	38.845700	59.479872
112	38.869824	59.425361
113	38.768421	59.357194
114	38.779302	59.287698
115	39.005513	59.235844
116	38.982175	59.164269
117	39.060454	59.064050
118	39.338155	59.052408
119	39.717126	58.971388
120	39.681870	58.930730
121	39.523465	58.918017
122	39.563387	58.804678
123	39.641605	58.778328
124	39.901430	58.777842
125	40.071134	58.828149
126	40.178151	58.808012
127	40.107731	58.673769
128	40.346896	58.635774
129	40.400705	58.550620
130	40.706449	58.662454
131	40.747325	58.595056
132	40.821972	58.622565
133	41.013645	58.551316
134	41.108475	58.606952
135	41.047867	58.640724
136	41.065159	58.666333
137	41.192886	58.698162
138	41.222526	58.749433
139	41.159219	58.824208
140	40.984940	58.898099
141	40.907584	58.971608
142	40.925082	59.088574
143	40.801498	59.199548
144	40.825142	59.241452
145	40.958060	59.195745
146	40.950493	59.246309
147	40.990624	59.249746
148	41.215061	59.184513
149	41.499915	59.226749
150	41.630101	59.158580
151	41.807571	59.184667
152	41.939867	59.118855
153	42.072503	59.220808
154	42.213219	59.224124
155	42.194226	59.257846
156	42.316047	59.327559
157	42.537836	59.257150
158	42.543535	59.219013
159	42.666776	59.172298
160	42.805001	59.170828
161	42.841461	59.181059
162	42.829916	59.231393
163	42.928703	59.226330
164	42.962965	59.270637
165	43.090821	59.312390
166	43.090354	59.361555
167	43.039213	59.408523
168	43.083709	59.465256
169	43.304738	59.487779
170	43.275300	59.623927
171	43.465360	59.592445
172	43.605751	59.635205
173	43.863759	59.644926
174	43.986940	59.591507
175	44.043025	59.750416
176	44.108649	59.805599
177	44.080700	59.984238
178	44.137247	60.001092
179	44.357135	60.020435
180	44.359358	59.938527
181	44.480825	59.854596
182	44.477071	59.783575
183	44.864700	59.693671
184	44.889219	59.670521
185	44.804027	59.595192
186	44.965214	59.606509
187	44.992309	59.580614
188	44.966105	59.504107
189	45.068099	59.482408
190	45.119482	59.366392
191	45.106521	59.280361
192	45.178453	59.269473
193	45.231768	59.187547
194	45.512075	59.174660
195	45.524945	59.251646
196	45.618598	59.266533
197	45.660368	59.260081
198	45.646891	59.156597
199	45.688554	59.152662
200	45.885128	59.169459
201	45.999004	59.327901
