1	60.4617446754	55.9407990044
2	60.4508582535	55.8964845664
3	60.4400023074	55.8521684086
4	60.4291767211	55.8078505362
5	60.3504660139	55.8139136482
6	60.3397575551	55.7695840457
7	60.3290789947	55.7252527614
8	60.2505120348	55.7312460524
9	60.2399497929	55.6869031944
10	60.2294169929	55.6425586869
11	60.2189135234	55.5982125349
12	60.1405762518	55.6041265956
13	60.1301879569	55.5597690515
14	60.1198285430	55.5154098944
15	60.1094979013	55.4710491290
16	60.0313891434	55.4768845883
17	59.9532519478	55.4826705998
18	59.9431208351	55.4382890907
19	59.9330178246	55.3939060252
20	59.9229428105	55.3495214078
21	59.8450334994	55.3552296386
22	59.8350712879	55.3108340843
23	59.8251366379	55.2664370078
24	59.9028763521	55.2607475356
25	59.8928846992	55.2163582899
26	59.8829206256	55.1719675103
27	59.7954970270	55.1332366897
28	59.7856715957	55.0888335688
29	59.7082413346	55.0944369484
30	59.6888386439	55.0056078512
31	59.6791772921	54.9611910930
32	59.6695424707	54.9167728674
33	59.5924191368	54.9222910596
34	59.5828936360	54.8778623378
35	59.5733942506	54.8334321765
36	59.5639208839	54.7890005796
37	59.4776545241	54.7500014507
38	59.4683150208	54.7055581165
39	59.4590010331	54.6611133779
40	59.4497124670	54.6166672389
41	59.4404492290	54.5722197034
42	59.5076217261	54.5223810781
43	59.4219983655	54.4833204583
44	59.4798157178	54.3890522709
45	59.4705973277	54.3446065381
46	59.4614039245	54.3001594131
47	59.4522354171	54.2557108998
48	59.3763079906	54.2610481751
49	59.3672440658	54.2165896052
50	59.4430917148	54.2112610021
51	59.4339727275	54.1668097236
52	59.4248783654	54.1223570681
53	59.5005425463	54.1169985328
54	59.5761819841	54.1115928105
55	59.5669541145	54.0671562394
56	59.5577511026	54.0227182622
57	59.5485728585	53.9782788826
58	59.6239513003	53.9728524723
59	59.6147194597	53.9284204788
60	59.6055124111	53.8839870721
61	59.6714496740	53.8341054692
62	59.7372316617	53.7841934987
63	59.8122240358	53.7786624134
64	59.8871912842	53.7730848299
65	59.9621332082	53.7674607835
66	60.0370496093	53.7617903095
67	60.0466714797	53.8061726202
68	60.1313641147	53.8448180492
69	60.1411151355	53.8891880421
70	60.2162113235	53.8833968269
71	60.2813755075	53.8332078561
